,STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,sptype,NIR_NUM,MESH,DATEOUT,IADW,IODW,DATEIN,FWW,FOW,LENGTH,IADW1,IODW1,IASH,FASH,IAFW,FAFW,PRM,PAFRM,KDW,KAFW,TYPE1,TIMEOUT,COMMENT,FLAG,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE
2733,TD023,9,HFR,4,9,DRGL,R,DRGLR,47525,0.1,11/19/1990,7.074,6.692,11/9/1999,4.19,1.52,NA,NA,NA,6.95,4.7,6.227,1.449,22.714,23.27,-0.165,-0.163,R,8.97,,,1152.13,851.25,1041.04,7.489633333,0.76,48.2425,16.12833333,52.15,19.91
2734,TD023,9,HFR,4,10,DRGL,L,DRGLL,5500,1,11/19/1990,10.026,9.545,11/27/2000,4.29,1.83,NA,NA,NA,7.8,10.93,8.8,1.63,19.172,18.523,-0.165,-0.168,L,10.02,,,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2735,TD023,9,HFR,4,10,DRGL,R,DRGLR,47521,0.1,11/19/1990,6.947,6.572,11/27/2000,NA,1.28,NA,NA,NA,6.95,1.38,6.115,1.262,19.477,20.638,-0.163,-0.157,R,10.02,,,1152.13,851.25,1041.04,7.489633333,0.76,48.2425,16.12833333,52.15,19.91
2736,TD023,9,JRN,1,1,DRGL,L,DRGLL,5720,1,11/29/1990,10.052,9.7,12/5/1991,NA,14.27,NA,NA,NA,7.8,62.86,8.943,5.3,147.113,59.264,0.38,-0.515,L,1.02,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2737,TD023,9,JRN,1,1,DRGL,R,DRGLR,46983,0.1,11/29/1990,7.048,6.787,12/5/1991,NA,5.24,NA,NA,NA,6.95,5.68,6.315,4.942,77.206,78.258,-0.255,-0.241,R,1.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2738,TD023,9,JRN,1,2,DRGL,L,DRGLL,5716,1,11/29/1990,10.088,9.735,11/30/1992,8.68,8.35,NA,NA,NA,7.8,39.96,8.976,5.013,85.773,55.849,-0.077,-0.291,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2739,TD023,9,JRN,1,2,DRGL,R,DRGLR,46979,0.1,11/29/1990,7.042,6.781,11/30/1992,5.55,4.24,NA,NA,NA,6.95,14.66,6.31,3.618,62.528,57.338,-0.234,-0.278,R,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2740,TD023,9,JRN,1,3,DRGL,L,DRGLL,5712,1,11/29/1990,9.994,9.644,11/29/1993,12.44,6.925,NA,NA,NA,7.8,17.96,8.892,5.681,71.806,63.889,-0.11,-0.149,L,3,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2741,TD023,9,JRN,1,3,DRGL,R,DRGLR,46975,0.1,11/29/1990,7.055,6.794,11/29/1993,10.635,4.289,NA,NA,NA,6.95,12.01,6.322,3.774,63.129,59.696,-0.153,-0.172,R,3,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2742,TD023,9,JRN,1,4,DRGL,L,DRGLL,5708,1,11/29/1990,9.941,9.593,12/8/1994,NA,11.835,NA,NA,NA,7.8,35.39,8.845,7.647,123.371,86.456,0.052,-0.036,L,4.02,TF,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2743,TD023,9,JRN,1,4,DRGL,R,DRGLR,46971,0.1,11/29/1990,7.056,6.795,12/8/1994,8.307,5.411,NA,NA,NA,6.95,18.32,6.323,4.42,79.632,69.904,-0.057,-0.089,R,4.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2744,TD023,9,JRN,1,5,DRGL,R,DRGLR,46967,0.1,11/29/1990,7,6.741,1/4/1996,1.64,1.41,NA,NA,NA,6.95,33.35,6.273,0.94,20.917,14.985,-0.307,-0.372,R,5.1,,X,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2745,TD023,9,JRN,1,6,DRGL,L,DRGLL,5700,1,11/29/1990,10.012,9.662,12/10/1996,4.82,4.61,NA,NA,NA,7.8,75.16,8.908,1.145,47.713,12.854,-0.123,-0.34,L,6.03,X,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2746,TD023,9,JRN,1,6,DRGL,R,DRGLR,46963,0.1,11/29/1990,7.01,6.751,12/10/1996,1.95,1.78,NA,NA,NA,6.95,31.99,6.282,1.211,26.366,19.277,-0.221,-0.273,R,6.03,T,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2747,TD023,9,JRN,1,7,DRGL,R,DRGLR,46959,0.1,11/29/1990,6.947,6.69,12/5/1997,3.84,2.53,NA,NA,NA,6.95,12.89,6.225,2.204,37.818,35.406,-0.139,-0.148,R,7.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2748,TD023,9,JRN,1,9,DRGL,R,DRGLR,46951,0.1,11/29/1990,7.008,6.749,12/23/1999,1.6,1.37,NA,NA,NA,6.95,27.36,6.28,0.995,20.299,15.844,-0.176,-0.203,R,9.07,D,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2749,TD023,9,JRN,1,10,DRGL,R,DRGLR,46947,0.1,11/29/1990,7,6.741,12/5/2000,2.15,1.39,NA,NA,NA,6.95,30.97,6.273,0.96,20.62,15.304,-0.158,-0.187,R,10.02,T,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2750,TD023,9,JRN,2,1,DRGL,L,DRGLL,5719,1,11/29/1990,9.988,9.638,12/5/1991,NA,8.02,NA,NA,NA,7.8,15.79,8.886,6.754,83.212,76.007,-0.181,-0.27,L,1.02,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2751,TD023,9,JRN,2,1,DRGL,R,DRGLR,46982,0.1,11/29/1990,7.044,6.783,12/5/1991,NA,4.63,NA,NA,NA,6.95,8.13,6.312,4.254,68.259,67.395,-0.376,-0.388,R,1.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2752,TD023,9,JRN,2,2,DRGL,L,DRGLL,5715,1,11/29/1990,9.961,9.612,11/30/1992,7.27,6.85,NA,NA,NA,7.8,23.98,8.862,5.207,71.265,58.756,-0.169,-0.265,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2753,TD023,9,JRN,2,2,DRGL,R,DRGLR,46978,0.1,11/29/1990,6.999,6.74,11/30/1992,2.53,1.82,NA,NA,NA,6.95,17.91,6.272,1.494,27.003,23.82,-0.653,-0.716,R,2,,X,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2754,TD023,9,JRN,2,3,DRGL,L,DRGLL,5711,1,11/29/1990,10.041,9.69,11/29/1993,10.52,5.091,NA,NA,NA,7.8,22.54,8.934,3.943,52.539,44.135,-0.214,-0.273,L,3,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2755,TD023,9,JRN,2,3,DRGL,R,DRGLR,46974,0.1,11/29/1990,7.022,6.762,11/29/1993,10.249,3.753,NA,NA,NA,6.95,12.01,6.292,3.302,55.501,52.479,-0.196,-0.215,R,3,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2756,TD023,9,JRN,2,4,DRGL,L,DRGLL,5707,1,11/29/1990,9.943,9.595,12/8/1994,NA,3.592,NA,NA,NA,7.8,63.91,8.847,1.296,37.436,14.649,-0.244,-0.477,L,4.02,TF,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2757,TD023,9,JRN,2,4,DRGL,R,DRGLR,46970,0.1,11/29/1990,7.005,6.746,12/8/1994,5.827,3.44,NA,NA,NA,6.95,16.55,6.277,2.871,50.993,45.738,-0.167,-0.194,R,4.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2758,TD023,9,JRN,2,5,DRGL,L,DRGLL,5703,1,11/29/1990,10.011,9.661,1/4/1996,2.82,2.69,NA,NA,NA,7.8,23.64,8.907,2.054,27.844,23.061,-0.251,-0.288,L,5.1,XF,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2759,TD023,9,JRN,2,5,DRGL,R,DRGLR,46966,0.1,11/29/1990,7.035,6.775,1/4/1996,3.21,2.61,NA,NA,NA,6.95,18.91,6.304,2.116,38.524,33.566,-0.187,-0.214,R,5.1,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2760,TD023,9,JRN,2,6,DRGL,R,DRGLR,46962,0.1,11/29/1990,7.003,6.744,12/10/1996,3.15,2.53,NA,NA,NA,6.95,21.11,6.275,1.996,37.515,31.809,-0.163,-0.19,R,6.03,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2761,TD023,9,JRN,2,7,DRGL,R,DRGLR,46958,0.1,11/29/1990,7.025,6.765,12/5/1997,4.91,3.05,NA,NA,NA,6.95,6.04,6.295,2.866,45.085,45.528,-0.114,-0.112,R,7.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2762,TD023,9,JRN,2,8,DRGL,R,DRGLR,46954,0.1,11/29/1990,7.009,6.75,12/1/1998,2.4,1.56,NA,NA,NA,6.95,26.47,6.281,1.147,23.111,18.261,-0.183,-0.212,R,8.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2763,TD023,9,JRN,2,9,DRGL,R,DRGLR,46950,0.1,11/29/1990,7.008,6.749,12/23/1999,1.87,1.44,NA,NA,NA,6.95,13.4,6.28,1.247,21.336,19.857,-0.17,-0.178,R,9.07,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2764,TD023,9,JRN,2,10,DRGL,R,DRGLR,46946,0.1,11/29/1990,7.009,6.75,12/5/2000,3.61,1.91,NA,NA,NA,6.95,10.81,6.281,1.704,28.296,27.129,-0.126,-0.13,R,10.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2765,TD023,9,JRN,3,1,DRGL,L,DRGLL,5718,1,12/2/1990,10.07,9.718,12/5/1991,NA,7.07,NA,NA,NA,7.8,10.04,8.96,6.36,72.752,70.982,-0.316,-0.34,L,1.01,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2766,TD023,9,JRN,3,1,DRGL,R,DRGLR,46981,0.1,12/2/1990,7.042,6.781,12/5/1991,NA,4.93,NA,NA,NA,6.95,12.01,6.31,4.338,72.703,68.748,-0.316,-0.372,R,1.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2767,TD023,9,JRN,3,2,DRGL,L,DRGLL,5714,1,12/2/1990,10.015,9.664,11/30/1992,7.3,7.01,NA,NA,NA,7.8,41.41,8.91,4.107,72.537,46.094,-0.161,-0.388,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2768,TD023,9,JRN,3,2,DRGL,R,DRGLR,46977,0.1,12/2/1990,7.011,6.752,11/30/1992,4.48,3.46,NA,NA,NA,6.95,10.6,6.283,3.093,51.244,49.228,-0.335,-0.355,R,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2769,TD023,9,JRN,3,3,DRGL,L,DRGLL,5710,1,12/2/1990,9.954,9.606,11/29/1993,11.504,5.7,NA,NA,NA,7.8,22.54,8.857,4.415,59.338,49.848,-0.174,-0.233,L,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2770,TD023,9,JRN,3,3,DRGL,R,DRGLR,46973,0.1,12/2/1990,7.019,6.759,11/29/1993,9.333,3.534,NA,NA,NA,6.95,12.01,6.289,3.11,52.286,49.451,-0.217,-0.235,R,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2771,TD023,9,JRN,3,4,DRGL,R,DRGLR,46969,0.1,12/2/1990,7.032,6.772,12/8/1994,5.647,2.489,NA,NA,NA,6.95,27.64,6.301,1.801,36.754,28.583,-0.249,-0.312,R,4.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2772,TD023,9,JRN,3,5,DRGL,L,DRGLL,5702,1,12/2/1990,9.956,9.608,1/4/1996,7.2,6.63,NA,NA,NA,7.8,20.9,8.859,5.244,69.005,59.194,-0.073,-0.103,L,5.09,XF,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2773,TD023,9,JRN,3,5,DRGL,R,DRGLR,46965,0.1,12/2/1990,7.003,6.744,1/4/1996,1.85,1.77,NA,NA,NA,6.95,30.46,6.275,1.231,26.246,19.618,-0.263,-0.32,R,5.09,,X,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2774,TD023,9,JRN,3,6,DRGL,L,DRGLL,5698,1,12/2/1990,10.046,9.694,12/10/1996,4.21,4.01,NA,NA,NA,7.8,32.99,8.938,2.687,41.366,30.063,-0.147,-0.2,L,6.02,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2775,TD023,9,JRN,3,6,DRGL,R,DRGLR,46961,0.1,12/2/1990,6.996,6.737,12/10/1996,1.37,1.28,NA,NA,NA,6.95,31.97,6.269,0.871,19,13.894,-0.276,-0.328,R,6.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2776,TD023,9,JRN,3,7,DRGL,L,DRGLL,5694,1,12/2/1990,10.002,9.652,12/5/1997,1.34,1.2,NA,NA,NA,7.8,56.02,8.899,0.528,12.433,5.933,-0.297,-0.403,L,7.01,X,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2777,TD023,9,JRN,3,7,DRGL,R,DRGLR,46957,0.1,12/2/1990,6.986,6.728,12/5/1997,3.75,2.46,NA,NA,NA,6.95,14.88,6.26,2.094,36.564,33.45,-0.144,-0.156,R,7.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2778,TD023,9,JRN,3,8,DRGL,R,DRGLR,46953,0.1,12/2/1990,7.003,6.744,12/1/1998,2.57,1.63,NA,NA,NA,6.95,28.66,6.275,1.163,24.17,18.534,-0.178,-0.211,R,8,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2779,TD023,9,JRN,3,9,DRGL,R,DRGLR,46949,0.1,12/2/1990,6.985,6.727,12/23/1999,1.22,1.02,NA,NA,NA,6.95,15.03,6.259,0.867,15.163,13.852,-0.208,-0.218,R,9.06,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2780,TD023,9,JRN,3,10,DRGL,R,DRGLR,46945,0.1,12/2/1990,7.044,6.783,12/5/2000,6.58,3.98,NA,NA,NA,6.95,8.84,6.312,3.628,58.676,57.478,-0.053,-0.055,R,10.01,,X,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2781,TD023,9,JRN,4,1,DRGL,L,DRGLL,5717,1,12/2/1990,10.025,9.674,12/5/1991,NA,7.469,NA,NA,NA,7.8,9.39,8.919,6.768,77.207,75.883,-0.257,-0.274,L,1.01,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2782,TD023,9,JRN,4,1,DRGL,R,DRGLR,46980,0.1,12/2/1990,6.952,6.695,12/5/1991,NA,5.19,NA,NA,NA,6.95,8.87,6.23,4.73,77.521,75.923,-0.253,-0.273,R,1.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2783,TD023,9,JRN,4,2,DRGL,L,DRGLL,5713,1,12/2/1990,9.964,9.615,11/30/1992,7.13,6.78,NA,NA,NA,7.8,23.18,8.865,5.208,70.515,58.748,-0.175,-0.267,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2784,TD023,9,JRN,4,2,DRGL,R,DRGLR,46976,0.1,12/2/1990,6.994,6.735,11/30/1992,6.22,4.61,NA,NA,NA,6.95,8.98,6.267,4.196,68.448,66.954,-0.19,-0.201,R,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2785,TD023,9,JRN,4,3,DRGL,L,DRGLL,5709,1,12/2/1990,9.924,9.577,11/29/1993,9.94,4.298,NA,NA,NA,7.8,22.54,8.83,3.329,44.878,37.701,-0.268,-0.326,L,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2786,TD023,9,JRN,4,3,DRGL,R,DRGLR,46972,0.1,12/2/1990,6.922,6.666,11/29/1993,9.094,3.241,NA,NA,NA,6.95,12.01,6.203,2.852,48.62,45.978,-0.241,-0.26,R,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2787,TD023,9,JRN,4,4,DRGL,L,DRGLL,5705,1,12/2/1990,9.927,9.58,12/8/1994,NA,5.429,NA,NA,NA,7.8,44.77,8.833,2.998,56.67,33.941,-0.141,-0.269,L,4.02,TF,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2788,TD023,9,JRN,4,4,DRGL,R,DRGLR,46968,0.1,12/2/1990,7.026,6.766,12/8/1994,6.062,3.782,NA,NA,NA,6.95,12.66,6.296,3.303,55.897,52.462,-0.145,-0.161,R,4.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2789,TD023,9,JRN,4,5,DRGL,L,DRGLL,5701,1,12/2/1990,10.022,9.671,1/4/1996,0.05,0.12,NA,NA,NA,7.8,50,8.917,0.06,1.241,0.673,-0.862,-0.983,L,5.09,,,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125
2790,TD023,9,JRN,4,5,DRGL,R,DRGLR,46964,0.1,12/2/1990,7.038,6.778,1/4/1996,2.62,2.16,NA,NA,NA,6.95,17.03,6.307,1.792,31.868,28.413,-0.225,-0.247,R,5.09,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2791,TD023,9,JRN,4,6,DRGL,R,DRGLR,46960,0.1,12/2/1990,6.986,6.728,12/10/1996,5.15,4.24,NA,NA,NA,6.95,10.43,6.26,3.798,63.02,60.671,-0.077,-0.083,R,6.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2792,TD023,9,JRN,4,7,DRGL,R,DRGLR,46956,0.1,12/2/1990,6.974,6.716,12/5/1997,3.61,2.61,NA,NA,NA,6.95,18.06,6.249,2.139,38.862,34.229,-0.135,-0.153,R,7.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2793,TD023,9,JRN,4,8,DRGL,R,DRGLR,46952,0.1,12/2/1990,7.052,6.791,12/1/1998,4.14,2.11,NA,NA,NA,6.95,19.79,6.319,1.692,31.071,26.776,-0.146,-0.165,R,8,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2794,TD023,9,JRN,4,9,DRGL,R,DRGLR,46948,0.1,12/2/1990,7,6.741,12/23/1999,2.43,2.2,NA,NA,NA,6.95,31.9,6.273,1.498,32.636,23.88,-0.124,-0.158,R,9.06,T,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2795,TD023,9,JRN,4,10,DRGL,R,DRGLR,46944,0.1,12/2/1990,7.073,6.811,12/5/2000,4.4,2.2,NA,NA,NA,6.95,15.55,6.338,1.858,32.301,29.315,-0.113,-0.123,R,10.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.76,48.2425,16.12833333,52.15,19.91
2796,TD023,9,JUN,1,1,DRGL,L,DRGLL,20637,1,11/15/1991,10.078,9.362,4/25/1993,NA,3.84,NA,NA,NA,7.8,9.21,8.632,3.486,41.017,40.385,-0.618,-0.628,L,1.44,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2797,TD023,9,JUN,1,1,DRGL,R,DRGLR,40380,0.1,11/15/1991,5.03,4.517,4/25/1993,NA,3.28,NA,NA,NA,6.95,6,4.203,3.083,72.615,73.352,-0.222,-0.215,R,1.44,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2798,TD023,9,JUN,1,2,DRGL,L,DRGLL,20633,1,11/15/1991,10.019,9.308,9/27/1993,NA,3.78,NA,NA,NA,7.8,12.65,8.582,3.302,40.61,38.476,-0.483,-0.512,L,1.87,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2799,TD023,9,JUN,1,2,DRGL,R,DRGLR,40376,0.1,11/15/1991,5.017,4.505,9/27/1993,NA,2.09,NA,NA,NA,6.95,15.17,4.192,1.773,46.393,42.295,-0.411,-0.461,R,1.87,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2800,TD023,9,JUN,1,3,DRGL,L,DRGLL,20629,1,11/15/1991,10.036,9.323,11/2/1994,20.2,3.39,NA,NA,NA,7.8,15.67,8.596,2.859,36.362,33.26,-0.341,-0.371,L,2.97,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2801,TD023,9,JUN,1,3,DRGL,R,DRGLR,40374,0.1,11/15/1991,4.996,4.486,11/2/1994,6.07,1.6,NA,NA,NA,6.95,9.42,4.174,1.449,35.667,34.715,-0.348,-0.357,R,2.97,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2802,TD023,9,JUN,1,5,DRGL,L,DRGLL,20621,1,11/15/1991,10.005,9.295,12/5/1996,3.54,0.4,NA,NA,NA,7.8,21.99,8.57,0.312,4.303,3.641,-0.622,-0.655,L,5.06,X,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2803,TD023,9,JUN,1,5,DRGL,R,DRGLR,40364,0.1,11/15/1991,5.02,4.508,12/5/1996,10.15,1.43,NA,NA,NA,6.95,1.77,4.195,1.405,31.721,33.492,-0.227,-0.216,R,5.06,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2804,TD023,9,JUN,2,1,DRGL,L,DRGLL,20638,1,11/19/1991,10.087,9.371,4/25/1993,NA,4.16,NA,NA,NA,7.8,7.13,8.64,3.863,44.392,44.711,-0.567,-0.562,L,1.43,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2805,TD023,9,JUN,2,1,DRGL,R,DRGLR,40381,0.1,11/19/1991,4.989,4.48,4/25/1993,NA,3.22,NA,NA,NA,6.95,9.25,4.169,2.922,71.875,70.089,-0.231,-0.248,R,1.43,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2806,TD023,9,JUN,2,2,DRGL,L,DRGLL,20634,1,11/19/1991,10.089,9.373,9/27/1993,NA,2.77,NA,NA,NA,7.8,10.38,8.642,2.482,29.553,28.72,-0.657,-0.672,L,1.86,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2807,TD023,9,JUN,2,2,DRGL,R,DRGLR,40377,0.1,11/19/1991,5.026,4.513,9/27/1993,NA,3.03,NA,NA,NA,6.95,10.25,4.199,2.719,67.139,64.754,-0.215,-0.234,R,1.86,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2808,TD023,9,JUN,2,3,DRGL,L,DRGLL,20630,1,11/19/1991,10.005,9.295,11/2/1994,13.78,2.26,NA,NA,NA,7.8,9.52,8.57,2.045,24.314,23.862,-0.479,-0.485,L,2.95,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2809,TD023,9,JUN,2,3,DRGL,R,DRGLR,40372,0.1,11/19/1991,5.009,4.498,11/2/1994,13.5,2.07,NA,NA,NA,6.95,9.64,4.185,1.87,46.02,44.683,-0.263,-0.273,R,2.95,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2810,TD023,9,JUN,2,5,DRGL,L,DRGLL,20622,1,11/19/1991,10.045,9.332,12/5/1996,11.52,2.14,NA,NA,NA,7.8,7.96,8.604,1.97,22.932,22.896,-0.292,-0.292,L,5.05,U,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2811,TD023,9,JUN,2,5,DRGL,R,DRGLR,40365,0.1,11/19/1991,5.009,4.498,12/5/1996,10.32,1.84,NA,NA,NA,6.95,0,4.185,1.84,40.907,43.967,-0.177,-0.163,R,5.05,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2812,TD023,9,JUN,3,1,DRGL,L,DRGLL,20639,1,11/19/1991,10.063,9.349,4/25/1993,NA,4.84,NA,NA,NA,7.8,7.6,8.62,4.472,51.77,51.879,-0.46,-0.458,L,1.43,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2813,TD023,9,JUN,3,1,DRGL,R,DRGLR,40382,0.1,11/19/1991,4.98,4.472,4/25/1993,NA,2.9,NA,NA,NA,6.95,5.85,4.161,2.73,64.848,65.609,-0.302,-0.294,R,1.43,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2814,TD023,9,JUN,3,2,DRGL,L,DRGLL,20635,1,11/19/1991,10.074,9.359,9/27/1993,NA,3.79,NA,NA,NA,7.8,15.09,8.629,3.218,40.496,37.293,-0.487,-0.531,L,1.86,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
2815,TD023,9,JUN,3,2,DRGL,R,DRGLR,40378,0.1,11/19/1991,4.993,4.484,9/27/1993,NA,3.07,NA,NA,NA,6.95,6.45,4.172,2.872,68.466,68.84,-0.204,-0.201,R,1.86,,,2877.81,494.81,543.94,4.277983333,0.76,48.2425,16.12833333,52.15,19.91
2816,TD023,9,JUN,3,3,DRGL,L,DRGLL,20631,1,11/19/1991,10.059,9.345,11/2/1994,20.44,3.15,NA,NA,NA,7.8,9.78,8.616,2.842,33.708,32.985,-0.368,-0.375,L,2.95,,,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125
