Jar,Exp,plot,Ring,CO2,N,NoSp,NoGrp,MonoSp,MonoGrp,Time,DRR,CR
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,7,0.002283,0.0173664
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,7,0.003982,0.0310932
86,e141,253,5,Cenrich,Nenrich,16,4,,,7,0.003219,0.0222484
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,7,0.006292,0.0545978
88,e141,147,3,Cenrich,Namb,16,4,,,7,0.003557,0.0229527
89,e141,151,3,Cenrich,Nenrich,16,4,,,7,0.007391,0.0582916
90,e141,301,5,Cenrich,Nenrich,16,4,,,7,0.005499,0.0583131
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,7,0.003864,0.0302059
92,e141,344,6,Camb,Namb,16,4,,,7,0.003493,0.0244422
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,7,0.003038,0.0248331
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,7,0.004715,0.0352907
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,7,0.002037,0.0151743
96,e141,355,6,Camb,Namb,16,4,,,7,0.003565,0.0292076
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,7,0.002491,0.0196624
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,7,0.003363,0.0267226
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,7,0.005241,0.043513
100,e141,321,6,Camb,Nenrich,16,4,,,7,0.006374,0.0527163
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,7,0.005002,0.0361372
102,e141,311,6,Camb,Nenrich,16,4,,,7,0.004505,0.0378744
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,7,0.00202,0.0153776
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,7,0.002711,0.0203011
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,7,0.001236,0.0087622
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,7,0.002683,0.0202745
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,7,0.002466,0.0194476
108,e141,307,6,Camb,Nenrich,16,4,,,7,0.004385,0.0351741
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,7,0.003387,0.0267177
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,7,0.001266,0.0093617
111,e141,354,6,Camb,Nenrich,16,4,,,7,0.003075,0.0256576
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,7,0.001522,0.0116486
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,13,0.001855243,0.0302079
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,13,0.002369249,0.0365854
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,13,0.002818698,0.0488431
4,e141,30,1,Cenrich,Nenrich,16,4,,,13,0.006365884,0.0940963
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,13,0.003124078,0.0563779
6,e141,184,4,Camb,Namb,16,4,,,13,0.003521084,0.064904
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,13,0.001639621,0.0201938
8,e141,358,6,Camb,Namb,16,4,,,13,0.002767428,0.0498196
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,13,0.001936633,0.0323205
10,e141,43,1,Cenrich,Nenrich,16,4,,,13,0.00360018,0.0581675
11,e141,163,3,Cenrich,Namb,16,4,,,13,0.002031817,0.03655
12,e141,130,3,Cenrich,Nenrich,16,4,,,13,0.004342384,0.0709762
13,e141,52,1,Cenrich,Nenrich,16,4,,,13,0.003855932,0.0589749
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,13,0.00288724,0.0475513
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,13,0.002966966,0.0468787
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,13,NA,0.0270352
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,13,0.002655561,0.0432414
18,e141,306,6,Camb,Namb,16,4,,,13,0.002833099,0.0417713
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,13,0.001746763,0.0274345
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,13,0.002418782,0.0409258
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,13,0.002973683,0.046978
22,e141,222,4,Camb,Namb,16,4,,,13,0.002667364,0.0403733
23,e141,270,5,Cenrich,Namb,16,4,,,13,0.00346946,0.0543558
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,13,0.005168909,0.0767691
25,e141,33,1,Cenrich,Namb,16,4,,,13,0.004946748,0.0778329
26,e141,104,2,Camb,Namb,16,4,,,13,0.00364628,0.054974
27,e141,213,4,Camb,Nenrich,16,4,,,13,0.004484691,0.0698271
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,13,0.00173691,0.0302471
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,13,0.001574333,0.0284414
30,e141,67,2,Camb,Namb,16,4,,,13,0.002417462,0.0368277
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,13,0.001547376,0.0268844
32,e141,118,2,Camb,Nenrich,16,4,,,13,0.003316371,0.0493742
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,13,0.002537637,0.0441718
34,e141,250,5,Cenrich,Namb,16,4,,,13,0.003253222,0.0591171
35,e141,13,1,Cenrich,Nenrich,16,4,,,13,0.004392789,0.0683634
36,e141,69,2,Camb,Namb,16,4,,,13,0.003468092,0.0558868
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,13,0.001902681,0.036056
38,e141,64,2,Camb,Nenrich,16,4,,,13,0.002120149,0.0415611
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,13,0.000594085,0.0144012
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,13,0.001330971,0.02558
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,13,0.004663607,0.0637284
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,13,0.003395917,0.0510611
43,e141,108,2,Camb,Nenrich,16,4,,,13,0.003841984,0.0617484
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,13,0.003733246,0.0605721
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,13,0.002463947,0.0461926
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,13,0.003799273,0.0639028
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,13,0.003232547,0.0592278
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,13,0.003115273,0.0514861
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,13,0.001775309,0.0341052
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,13,0.001672291,0.0343568
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,13,0.00274582,0.0550065
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,13,0.000559936,0.0145683
53,e141,23,1,Cenrich,Namb,16,4,,,13,0.002406843,0.0435304
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,13,0.000583146,0.0150575
55,e141,45,1,Cenrich,Namb,16,4,,,13,0.002930227,0.0544103
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,13,0.003697319,0.0696808
57,e141,51,1,Cenrich,Namb,16,4,,,13,0.006956052,0.139213
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,13,0.000705934,0.0185235
59,e141,107,2,Camb,Namb,16,4,,,13,0.003599583,0.0718921
60,e141,175,3,Cenrich,Nenrich,16,4,,,13,0.003814708,0.0699478
61,e141,110,2,Camb,Nenrich,16,4,,,13,0.00135387,0.025113
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,13,0.001725378,0.0350364
63,e141,179,3,Cenrich,Namb,16,4,,,13,0.003317118,0.058727
64,e141,173,3,Cenrich,Namb,16,4,,,13,0.001265296,0.024583
65,e141,180,3,Cenrich,Nenrich,16,4,,,13,0.005457493,0.0969215
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,13,0.002545968,0.0458548
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,13,0.001578675,0.0282948
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,13,0.002773399,0.047377
69,e141,201,4,Camb,Namb,16,4,,,13,0.002260152,0.036074
70,e141,205,4,Camb,Nenrich,16,4,,,13,0.002770635,0.0549565
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,13,0.004044458,0.065142
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,13,0.002243831,0.0379619
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,13,0.002222842,0.0356033
74,e141,188,4,Camb,Namb,16,4,,,13,0.002426044,0.0389136
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,13,0.004301123,0.0725303
76,e141,236,4,Camb,Nenrich,16,4,,,13,0.004533539,0.0731464
77,e141,234,4,Camb,Nenrich,16,4,,,13,0.004239095,0.0650907
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,13,0.004309336,0.0688038
79,e141,283,5,Cenrich,Namb,16,4,,,13,0.003580928,0.0615915
80,e141,267,5,Cenrich,Nenrich,16,4,,,13,0.001039839,0.0270318
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,13,0.0012785,0.0237308
82,e141,272,5,Cenrich,Namb,16,4,,,13,0.004876219,0.0789922
83,e141,275,5,Cenrich,Nenrich,16,4,,,13,0.011079518,0.2272463
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,13,0.00141653,0.0280318
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,13,0.002793567,0.0508254
86,e141,253,5,Cenrich,Nenrich,16,4,,,13,0.002354916,0.0385376
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,13,0.004901702,0.087485
88,e141,147,3,Cenrich,Namb,16,4,,,13,0.002464118,0.0404691
89,e141,151,3,Cenrich,Nenrich,16,4,,,13,0.005764409,0.0969458
90,e141,301,5,Cenrich,Nenrich,16,4,,,13,0.005943702,0.0928647
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,13,0.002903241,0.0500267
92,e141,344,6,Camb,Namb,16,4,,,13,0.002169919,0.040769
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,13,0.002281028,0.0404107
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,13,0.003699247,0.060025
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,13,0.001560365,0.0257281
96,e141,355,6,Camb,Namb,16,4,,,13,0.003012399,0.0486645
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,13,0.001697528,0.0318309
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,13,0.002388865,0.0434911
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,13,0.00409841,0.0709588
100,e141,321,6,Camb,Nenrich,16,4,,,13,0.005375244,0.0874634
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,13,0.003902161,0.0622986
102,e141,311,6,Camb,Nenrich,16,4,,,13,0.003688662,0.0620474
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,13,0.001342825,0.0251267
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,13,0.001826774,0.0334734
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,13,NA,0.0158305
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,13,0.00196483,0.033859
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,13,0.001544948,0.03102
108,e141,307,6,Camb,Nenrich,16,4,,,13,0.006483292,0.0688279
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,13,0.002924638,0.0454211
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,13,0.000860501,0.0155384
111,e141,354,6,Camb,Nenrich,16,4,,,13,0.003062666,0.0440647
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,13,0.000842474,0.0184034
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,27,0.001102506,0.0505358
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,27,0.002103318,0.0677604
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,27,0.002284065,0.0842952
4,e141,30,1,Cenrich,Nenrich,16,4,,,27,0.006410298,0.1835518
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,27,0.003026689,0.0993846
6,e141,184,4,Camb,Namb,16,4,,,27,0.003005643,0.1103334
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,27,0.000697337,0.0360813
8,e141,358,6,Camb,Namb,16,4,,,27,0.002436345,0.0860805
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,27,0.001279527,0.0545051
10,e141,43,1,Cenrich,Nenrich,16,4,,,27,0.003410852,0.1071501
11,e141,163,3,Cenrich,Namb,16,4,,,27,0.001397863,0.0602407
12,e141,130,3,Cenrich,Nenrich,16,4,,,27,0.003716484,0.1270753
13,e141,52,1,Cenrich,Nenrich,16,4,,,27,0.003946277,0.1136356
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,27,0.002679604,0.0864154
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,27,0.002492079,0.0848546
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,27,0.00146524,0.0486008
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,27,0.001971049,0.0752854
18,e141,306,6,Camb,Namb,16,4,,,27,0.002311205,0.0775205
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,27,0.001537838,0.0503222
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,27,0.002407528,0.0747044
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,27,0.002627723,0.0860149
22,e141,222,4,Camb,Namb,16,4,,,27,0.002327765,0.0751694
23,e141,270,5,Cenrich,Namb,16,4,,,27,0.003119135,0.1003008
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,27,0.004420129,0.143518
25,e141,33,1,Cenrich,Namb,16,4,,,27,0.00456825,0.1442486
26,e141,104,2,Camb,Namb,16,4,,,27,0.002192909,0.0951216
27,e141,213,4,Camb,Nenrich,16,4,,,27,0.003841725,0.1277905
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,27,0.001243197,0.050861
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,27,0.001196419,0.0476477
30,e141,67,2,Camb,Namb,16,4,,,27,0.001927335,0.0669962
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,27,0.001301076,0.0467004
32,e141,118,2,Camb,Nenrich,16,4,,,27,0.003180238,0.0947824
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,27,0.002269965,0.0776912
34,e141,250,5,Cenrich,Namb,16,4,,,27,0.002830024,0.1014882
35,e141,13,1,Cenrich,Nenrich,16,4,,,27,0.003654494,0.1243252
36,e141,69,2,Camb,Namb,16,4,,,27,0.003331527,0.1034159
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,27,0.001095332,0.0566384
38,e141,64,2,Camb,Nenrich,16,4,,,27,0.002079229,0.0709363
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,27,0.00035219,0.0209042
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,27,0.000787255,0.0401357
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,27,0.002678136,0.1141279
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,27,0.003253758,0.0975377
43,e141,108,2,Camb,Nenrich,16,4,,,27,0.004049453,0.1170922
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,27,0.003559892,0.1115374
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,27,0.002136573,0.0782326
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,27,0.003551823,0.1152367
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,27,0.00229951,0.0974857
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,27,0.002609319,0.0913052
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,27,0.001579331,0.0574897
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,27,0.001436264,0.0559987
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,27,0.002120592,0.0887588
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,27,0.000362368,0.0209256
53,e141,23,1,Cenrich,Namb,16,4,,,27,0.001909516,0.0734962
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,27,0.000236889,0.0206246
55,e141,45,1,Cenrich,Namb,16,4,,,27,0.002916016,0.0953269
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,27,0.00330289,0.118485
57,e141,51,1,Cenrich,Namb,16,4,,,27,0.00593454,0.2289364
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,27,0.000651204,0.0279961
59,e141,107,2,Camb,Namb,16,4,,,27,0.003778395,0.1236274
60,e141,175,3,Cenrich,Nenrich,16,4,,,27,0.003861531,0.1237049
61,e141,110,2,Camb,Nenrich,16,4,,,27,0.000234056,0.0356686
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,27,0.002151026,0.0623841
63,e141,179,3,Cenrich,Namb,16,4,,,27,0.003400775,0.1057941
64,e141,173,3,Cenrich,Namb,16,4,,,27,0.001245128,0.0421459
65,e141,180,3,Cenrich,Nenrich,16,4,,,27,0.005097813,0.1706288
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,27,0.002590217,0.0818302
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,27,0.001568677,0.0503212
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,27,0.002571612,0.0846911
69,e141,201,4,Camb,Namb,16,4,,,27,0.00214801,0.0668751
70,e141,205,4,Camb,Nenrich,16,4,,,27,0.002604642,0.0925005
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,27,0.003769861,0.119705
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,27,0.001471695,0.0635845
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,27,0.001708701,0.062867
74,e141,188,4,Camb,Namb,16,4,,,27,0.002178846,0.0710242
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,27,0.00345113,0.1263711
76,e141,236,4,Camb,Nenrich,16,4,,,27,0.004564731,0.1368499
77,e141,234,4,Camb,Nenrich,16,4,,,27,0.003620865,0.1198014
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,27,0.003879397,0.12591
79,e141,283,5,Cenrich,Namb,16,4,,,27,0.003255968,0.1092873
80,e141,267,5,Cenrich,Nenrich,16,4,,,27,NA,0.0464313
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,27,0.00098769,0.0394487
82,e141,272,5,Cenrich,Namb,16,4,,,27,0.004522145,0.1446037
83,e141,275,5,Cenrich,Nenrich,16,4,,,27,0.010576825,0.3785894
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,27,0.000861915,0.0437036
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,27,0.002426262,0.0871805
86,e141,253,5,Cenrich,Nenrich,16,4,,,27,0.00108345,0.0619705
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,27,0.00474803,0.1549563
88,e141,147,3,Cenrich,Namb,16,4,,,27,0.001242029,0.0658011
89,e141,151,3,Cenrich,Nenrich,16,4,,,27,0.005403705,0.1749422
90,e141,301,5,Cenrich,Nenrich,16,4,,,27,0.005031891,0.1692379
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,27,0.002567215,0.0881519
92,e141,344,6,Camb,Namb,16,4,,,27,0.002072777,0.0704193
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,27,0.001890458,0.0694158
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,27,0.003098646,0.10731
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,27,0.001131751,0.0443586
96,e141,355,6,Camb,Namb,16,4,,,27,0.00293088,0.0902267
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,27,0.001295414,0.0525804
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,27,0.001898344,0.0732563
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,27,0.003561142,0.1243071
100,e141,321,6,Camb,Nenrich,16,4,,,27,0.004913497,0.1592537
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,27,0.003562576,0.114382
102,e141,311,6,Camb,Nenrich,16,4,,,27,0.003160856,0.1097301
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,27,0.001121579,0.0422669
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,27,0.001072075,0.053388
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,27,NA,0.0309903
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,27,0.00167202,0.0591706
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,27,0.001822147,0.0547282
108,e141,307,6,Camb,Nenrich,16,4,,,27,0.002806205,0.1320158
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,27,0.00271203,0.0847715
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,27,0.000610835,0.0257129
111,e141,354,6,Camb,Nenrich,16,4,,,27,0.002183197,0.080346
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,27,0.000474417,0.0274376
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,46,0.001395705,0.0744154
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,46,0.001914827,0.1058385
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,46,NA,0.1245367
4,e141,30,1,Cenrich,Nenrich,16,4,,,46,0.004521677,0.2864612
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,46,0.002325589,0.1498807
6,e141,184,4,Camb,Namb,16,4,,,46,0.002536959,0.1627537
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,46,0.000597015,0.0483275
8,e141,358,6,Camb,Namb,16,4,,,46,0.001949011,0.1274977
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,46,0.001445265,0.0804735
10,e141,43,1,Cenrich,Nenrich,16,4,,,46,0.002914174,0.1669895
11,e141,163,3,Cenrich,Namb,16,4,,,46,0.001630209,0.0891236
12,e141,130,3,Cenrich,Nenrich,16,4,,,46,0.00331516,0.1936752
13,e141,52,1,Cenrich,Nenrich,16,4,,,46,0.00325014,0.1816534
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,46,0.002148904,0.1320208
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,46,0.002096337,0.1282467
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,46,0.001436446,0.0761525
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,46,0.001906014,0.112085
18,e141,306,6,Camb,Namb,16,4,,,46,0.002416656,0.1224879
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,46,0.001202908,0.0761918
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,46,0.00189474,0.1153195
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,46,0.002513392,0.1347983
22,e141,222,4,Camb,Namb,16,4,,,46,0.002208005,0.1181993
23,e141,270,5,Cenrich,Namb,16,4,,,46,0.002934729,0.1577203
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,46,0.003728381,0.220583
25,e141,33,1,Cenrich,Namb,16,4,,,46,0.004344868,0.2288115
26,e141,104,2,Camb,Namb,16,4,,,46,0.002859795,0.1434558
27,e141,213,4,Camb,Nenrich,16,4,,,46,0.003537879,0.1977448
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,46,0.001453957,0.0765893
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,46,0.001371649,0.072132
30,e141,67,2,Camb,Namb,16,4,,,46,0.002139398,0.1057362
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,46,0.001492544,0.0733355
32,e141,118,2,Camb,Nenrich,16,4,,,46,0.002783559,0.1512401
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,46,0.001715279,0.1152737
34,e141,250,5,Cenrich,Namb,16,4,,,46,0.002601653,0.152975
35,e141,13,1,Cenrich,Nenrich,16,4,,,46,0.003071732,0.187933
36,e141,69,2,Camb,Namb,16,4,,,46,0.003223685,0.1656365
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,46,0.0018749,0.0852454
38,e141,64,2,Camb,Nenrich,16,4,,,46,0.001673437,0.1063837
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,46,0.000741635,0.0314902
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,46,0.000894864,0.0561696
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,46,0.001998057,0.1582117
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,46,0.002800695,0.1548285
43,e141,108,2,Camb,Nenrich,16,4,,,46,0.003459258,0.1881299
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,46,0.002493128,0.1685077
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,46,0.001722983,0.1146915
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,46,0.003215243,0.1793556
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,46,0.002030637,0.1384876
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,46,0.002566247,0.1404516
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,46,0.001554003,0.0872437
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,46,0.001206238,0.0809874
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,46,0.001891353,0.1267577
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,46,0.000606897,0.0302559
