Date,Plot,CO2,Depth,HorizonNotes,Bulk Density,d13C (ä),d15N (ä),atom%15N,%C,%N,gC/m2,gN/m2,mg15N/m2,Data source,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,1,A,0-15 cm,,0.87,-27.53,395.50,0.5086,2.438693636,0.072860071,3182,95.1,135.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,3,A,0-15 cm,,0.87,-27.60,444.41,0.5263,1.306536464,0.050706852,1705,66.2,105.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,5,A,0-15 cm,,0.87,-27.52,479.42,0.5390,2.125046877,0.067458484,2773,88.0,152.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,7,A,0-15 cm,,0.87,-27.99,882.45,0.6848,1.241269782,0.03639824,1620,47.5,151.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,9,A,0-15 cm,,0.87,-27.55,102.92,0.4024,2.390900454,0.082629216,3120,107.8,38.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,11,A,0-15 cm,,0.87,missing,missing,missing,missing,missing,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,13,A,0-15 cm,,0.87,-27.64,339.78,0.4884,1.898920611,0.075451847,2478,98.5,120.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,15,A,0-15 cm,,0.87,-27.26,410.08,0.5139,0.946103313,0.043089248,1235,56.2,83.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,2,E,0-15 cm,,0.87,-27.90,308.14,0.4769,1.677434487,0.056789244,2189,74.1,82.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,4,E,0-15 cm,,0.87,-28.01,471.57,0.5361,2.145464282,0.062413894,2800,81.5,138.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,6,E,0-15 cm,,0.87,-27.79,1025.24,0.7364,0.839607227,0.025752917,1096,33.6,124.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,8,E,0-15 cm,,0.87,-28.35,650.79,0.6011,0.848518305,0.035875736,1107,46.8,109.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,10,E,0-15 cm,,0.87,-28.41,569.64,0.5717,1.141733208,0.044963314,1490,58.7,120.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,12,E,0-15 cm,,0.87,-27.48,482.77,0.5402,1.198401322,0.046390869,1564,60.5,105.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,14,E,0-15 cm,,0.87,-28.23,654.62,0.6024,2.375321981,0.082018015,3100,107.0,252.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-98,16,E,0-15 cm,,0.87,-27.61,456.11,0.5305,1.326930002,0.048353485,1732,63.1,103.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,1,A,0-15 cm,,0.87,-27.45,334.23,0.4864,1.427564277,0.054339944,1863,70.9,85.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,3,A,0-15 cm,,0.87,-27.52,207.59,0.4404,1.848130981,0.067053255,2412,87.5,64.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,5,A,0-15 cm,,0.87,-28.02,328.95,0.4844,1.701380637,0.064574513,2220,84.3,99.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,7,A,0-15 cm,,0.87,-28.01,119.40,0.4084,1.970630672,0.070589099,2572,92.1,38.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,9,A,0-15 cm,,0.87,-27.50,93.57,0.3990,3.171790612,0.109495257,4139,142.9,46.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,11,A,0-15 cm,,0.87,-27.63,309.64,0.4774,0.765711642,0.029289682,999,38.2,42.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,13,A,0-15 cm,,0.87,-27.53,183.92,0.4318,1.45335648,0.057970548,1897,75.7,49.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,15,A,0-15 cm,,0.87,-27.62,167.47,0.4258,2.906325603,0.09703772,3793,126.6,75.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,2,E,0-15 cm,,0.87,-27.56,221.14,0.4453,2.390247306,0.083333254,3119,108.7,85.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,4,E,0-15 cm,,0.87,-28.15,212.70,0.4422,2.26645636,0.071269919,2958,93.0,70.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,6,E,0-15 cm,,0.87,-27.98,90.68,0.3979,1.588964667,0.052401437,2074,68.4,21.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,8,E,0-15 cm,,0.87,-28.41,456.47,0.5307,1.232736201,0.050240978,1609,65.6,107.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,10,E,0-15 cm,,0.87,-27.87,111.17,0.4054,3.435258715,0.152474634,4483,199.0,77.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,12,E,0-15 cm,,0.87,-27.18,148.58,0.4190,0.701183341,0.0333934,915,43.6,22.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,14,E,0-15 cm,,0.87,-27.72,164.29,0.4247,1.04296802,0.046570795,1361,60.8,35.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-98,16,E,0-15 cm,,0.87,-27.50,161.46,0.4236,1.411679315,0.044529124,1842,58.1,33.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,1,A,0-15 cm,,0.87,-27.50,311.38,0.4781,2.055808239,0.07065798,2683,92.2,103.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,3,A,0-15 cm,,0.87,-27.50,400.88,0.5105,1.357660449,0.051556558,1772,67.3,97.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,5,A,0-15 cm,,0.87,-28.03,484.49,0.5408,1.569415848,0.064929995,2048,84.7,147.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,7,A,0-15 cm,,0.87,-27.54,159.26,0.4228,1.766611622,0.066527977,2305,86.8,49.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,9,A,0-15 cm,,0.87,-27.63,97.51,0.4004,2.145713987,0.08722311,2800,113.8,38.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,11,A,0-15 cm,,0.87,-27.59,298.69,0.4735,1.290313153,0.049257036,1684,64.3,68.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,13,A,0-15 cm,,0.87,-27.65,230.58,0.4487,1.509305047,0.057110611,1970,74.5,61.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,15,A,0-15 cm,,0.87,-27.49,338.40,0.4879,1.267576427,0.051567354,1654,67.3,81.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,2,E,0-15 cm,,0.87,-28.14,219.67,0.4448,1.853568497,0.076784006,2419,100.2,78.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,4,E,0-15 cm,,0.87,-28.38,274.42,0.4647,2.442015547,0.076496097,3187,99.8,98.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,6,E,0-15 cm,,0.87,-28.55,174.19,0.4283,0.728215836,0.038569283,950,50.3,31.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,8,E,0-15 cm,,0.87,-28.52,414.17,0.5153,2.075175205,0.061363131,2708,80.1,119.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,10,E,0-15 cm,,0.87,-29.09,34.13,0.3774,1.635920742,0.057698413,2135,75.3,8.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,12,E,0-15 cm,,0.87,-27.72,148.21,0.4188,1.668617063,0.06515176,2178,85.0,44.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,14,E,0-15 cm,,0.87,-28.70,188.33,0.4334,2.529096237,0.089172782,3300,116.4,78.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-98,16,E,0-15 cm,,0.87,-28.33,208.26,0.4406,1.160128907,0.051261663,1514,66.9,49.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,1,A,0-15 cm,,0.87,-27.65,181.06,0.4308,1.30,0.05,1691,70.8,45.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,3,A,0-15 cm,,0.87,-27.78,64.33,0.3883,1.76,0.07,2297,95.6,21.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,5,A,0-15 cm,,0.87,-28.13,251.61,0.4564,1.29,0.05,1687,69.7,62.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,7,A,0-15 cm,,0.87,-27.78,93.22,0.3988,2.62,0.10,3415,134.4,43.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,9,A,0-15 cm,,0.87,-27.60,157.62,0.4222,0.78,0.04,1013,48.5,27.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,11,A,0-15 cm,,0.87,-27.60,280.76,0.4670,1.32,0.04,1725,53.2,53.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,13,A,0-15 cm,,0.87,-27.60,252.23,0.4566,0.82,0.04,1069,54.6,49.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,15,A,0-15 cm,,0.87,-27.39,140.35,0.4160,3.59,0.15,4688,194.1,96.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,2,E,0-15 cm,,0.87,-28.69,157.39,0.4222,1.12,0.05,1458,68.9,38.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,4,E,0-15 cm,,0.87,-28.43,391.25,0.5070,1.27,0.05,1659,62.1,87.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,6,E,0-15 cm,,0.87,-28.29,188.14,0.4333,1.05,0.04,1364,52.4,35.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,8,E,0-15 cm,,0.87,-29.11,161.66,0.4237,0.83,0.04,1080,48.8,28.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,10,E,0-15 cm,,0.87,-29.17,194.24,0.4355,1.06,0.05,1381,63.1,43.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,12,E,0-15 cm,,0.87,-27.91,157.04,0.4220,1.14,0.05,1487,67.4,37.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,14,E,0-15 cm,,0.87,-27.55,185.43,0.4323,2.11,0.07,2756,94.5,62.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-98,16,E,0-15 cm,,0.87,-28.30,476.90,0.5381,0.97,0.05,1268,65.9,113.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,1,A,0-15 cm,,0.87,-27.58,269.04,0.4627,1.35,0.05,1760,67.6,65.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,3,A,0-15 cm,,0.87,-27.61,58.49,0.3862,2.20,0.08,2876,103.7,20.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,5,A,0-15 cm,,0.87,-28.07,368.09,0.4986,2.72,0.09,3549,121.9,161.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,7,A,0-15 cm,,0.87,-28.35,225.60,0.4469,1.24,0.04,1612,50.5,40.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,9,A,0-15 cm,,0.87,-27.61,335.73,0.4869,2.73,0.09,3558,120.2,144.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,11,A,0-15 cm,,0.87,-27.76,401.95,0.5109,1.49,0.04,1940,54.9,79.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,13,A,0-15 cm,,0.87,-27.77,163.56,0.4244,1.88,0.06,2453,81.7,47.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,15,A,0-15 cm,,0.87,-27.51,187.63,0.4331,2.12,0.06,2764,78.1,52.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,2,E,0-15 cm,,0.87,-28.75,224.71,0.4466,0.92,0.04,1205,53.3,42.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,4,E,0-15 cm,,0.87,-29.47,329.03,0.4845,1.83,0.07,2385,87.5,103.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,6,E,0-15 cm,,0.87,-28.29,201.03,0.4380,1.52,0.04,1977,54.9,39.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,8,E,0-15 cm,,0.87,-30.02,578.99,0.5751,0.99,0.04,1293,46.8,97.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,10,E,0-15 cm,,0.87,-29.00,133.41,0.4135,1.39,0.05,1808,62.5,29.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,12,E,0-15 cm,,0.87,-28.11,201.47,0.4382,2.44,0.09,3187,111.0,79.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,14,E,0-15 cm,,0.87,-28.65,183.02,0.4315,3.62,0.11,4721,138.6,90.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-99,16,E,0-15 cm,,0.87,-28.48,384.71,0.5047,1.58,0.05,2059,61.6,85.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,1,A,0-20 cm,,0.93,-27.66,459.22,0.5317,1.91,0.06,3559,102.5,169.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,3,A,0-20 cm,,0.93,-27.78,229.09,0.4482,2.53,0.08,4710,149.6,122.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,5,A,0-20 cm,,0.93,-27.93,508.42,0.5495,1.88,0.06,3488,103.7,189.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,7,A,0-20 cm,,0.93,-27.92,453.32,0.5295,1.50,0.04,2794,78.4,128.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,9,A,0-20 cm,,0.93,-27.90,212.55,0.4422,2.12,0.07,3949,120.8,91.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,11,A,0-20 cm,,0.93,-27.82,263.06,0.4605,1.41,0.04,2629,75.8,71.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,13,A,0-20 cm,,0.93,-27.65,157.11,0.4221,2.01,0.07,3744,124.8,69.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,15,A,0-20 cm,,0.93,-27.57,204.77,0.4394,2.29,0.07,4263,123.4,90.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,2,E,0-20 cm,,0.93,-28.72,221.55,0.4455,2.06,0.06,3824,117.5,93.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,4,E,0-20 cm,,0.93,-29.22,260.64,0.4597,2.10,0.06,3910,106.7,99.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,6,E,0-20 cm,,0.93,-29.00,324.78,0.4829,1.39,0.04,2586,71.3,83.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,8,E,0-20 cm,,0.93,-29.65,226.20,0.4471,1.99,0.06,3690,107.1,86.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,10,E,0-20 cm,,0.93,-29.87,137.80,0.4150,1.47,0.04,2737,83.6,40.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,12,E,0-20 cm,,0.93,-28.70,168.39,0.4262,2.08,0.07,3876,127.2,76.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,14,E,0-20 cm,,0.93,-28.90,160.54,0.4233,2.99,0.09,5551,162.1,92.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,16,E,0-20 cm,,0.93,-28.93,276.00,0.4652,1.52,0.05,2822,86.0,85.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,1,A,0-9 cm,,0.83,nd,nd,nd,2.04,0.054,1520.9,40.04,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,3,A,0-9 cm,,0.83,nd,nd,nd,1.73,0.047,1295.3,34.79,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,5,A,0-9 cm,,0.83,nd,nd,nd,1.92,0.042,1432.0,31.03,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,7,A,0-9 cm,,0.83,nd,nd,nd,1.01,0.021,756.7,15.50,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,9,A,0-9 cm,,0.83,nd,nd,nd,3.15,0.073,2350.1,54.35,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,11,A,0-9 cm,,0.83,nd,nd,nd,1.26,0.015,939.7,11.21,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,13,A,0-9 cm,,0.83,nd,nd,nd,1.57,0.041,1175.8,30.39,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,15,A,0-9 cm,,0.83,nd,nd,nd,2.28,0.054,1703.9,40.17,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,2,E,0-9 cm,,0.83,nd,nd,nd,1.72,0.039,1282.6,29.43,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,4,E,0-9 cm,,0.83,nd,nd,nd,1.56,0.035,1167.6,25.91,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,6,E,0-9 cm,,0.83,nd,nd,nd,1.04,0.015,775.4,11.21,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,8,E,0-9 cm,,0.83,nd,nd,nd,1.62,0.035,1212.4,25.79,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,10,E,0-9 cm,,missing sample?,missing sample?,missing sample?,missing sample?,missing sample?,missing sample?,,,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,12,E,0-9 cm,,0.83,nd,nd,nd,1.71,0.041,1275.9,30.40,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,14,E,0-9 cm,,0.83,nd,nd,nd,2.53,0.062,1892.2,46.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,16,E,0-9 cm,,0.83,nd,nd,nd,1.24,0.027,929.3,20.27,,"Dale Johnson (Johnson et al. 2003, Ecological Applications)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,1,A,21-60 cm,,1.15,nd,nd,nd,0.12,0.015,533.6,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,3,A,21-60 cm,,1.15,nd,nd,nd,0.20,0.015,904.8,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,5,A,21-60 cm,,1.15,nd,nd,nd,0.32,0.015,1468.3,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,7,A,21-60 cm,,1.15,nd,nd,nd,0.25,0.015,1160.1,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,9,A,21-60 cm,,1.15,nd,nd,nd,0.32,0.015,1486.3,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,11,A,21-60 cm,,1.15,nd,nd,nd,0.35,0.015,1614.1,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,13,A,21-60 cm,,1.15,nd,nd,nd,0.37,0.015,1682.2,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,15,A,21-60 cm,,1.15,nd,nd,nd,0.22,0.015,1012.5,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,2,E,21-60 cm,,1.15,nd,nd,nd,0.24,0.015,1097.6,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,4,E,21-60 cm,,1.15,nd,nd,nd,0.20,0.015,897.0,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
